25	 0.14113061
168	 0.026607754
198	 0.028761722
199	 0.032065235
204	 0.029983556
206	 0.047667924
220	 0.016695663
246	 0.018586993
288	 0.038266953
343	 0.026607754
433	 0.011396563
511	 0.045963515
514	 0.018586993
568	 0.028761722
588	 0.028761722
635	 0.016695663
666	 0.021571292
806	 0.014380861
835	 0.018586993
864	 0.09474795
870	 0.09038949
922	 0.028092226
952	 0.06215305
1015	 0.027376521
1055	 0.020186089
1078	 0.011396563
1098	 0.050961908
1196	 0.049749605
1512	 0.04377148
1579	 0.025777422
1588	 0.09757908
1602	 0.025777422
1626	 0.11064526
1658	 0.011396563
1666	 0.03456695
1672	 0.028761722
1674	 0.039017178
1690	 0.043142583
1712	 0.018586993
1724	 0.024874803
2008	 0.038266953
2022	 0.06678265
2042	 0.033391327
2055	 0.021571292
2066	 0.15538262
2068	 0.03745821
2141	 0.044507504
2159	 0.09554437
2232	 0.04138012
2245	 0.014380861
2260	 0.03456695
2262	 0.024874803
2272	 0.022793125
2336	 0.021571292
2352	 0.022793125
2420	 0.04138012
2437	 0.014380861
2548	 0.014380861
2553	 0.033391327
2559	 0.016695663
2660	 0.023886092
2749	 0.028761722
2837	 0.018586993
2858	 0.032526355
2872	 0.047772184
2877	 0.024874803
2948	 0.08212956
2956	 0.028092226
2957	 0.08347832
2963	 0.025777422
2981	 0.018586993
2983	 0.03595215
2989	 0.052385174
3073	 0.05576098
3101	 0.0071904305
3141	 0.056184452
3170	 0.053984273
3195	 0.027376521
3373	 0.03745821
3377	 0.022793125
3392	 0.044507504
3497	 0.018586993
3498	 0.016695663
3603	 0.10256906
3606	 0.026607754
3649	 0.06837938
3738	 0.029390618
3814	 0.032065235
3825	 0.03595215
3912	 0.04138012
3922	 0.016695663
4013	 0.032967854
4101	 0.022793125
4160	 0.027376521
4162	 0.049749605
4189	 0.056184452
4269	 0.08901501
4273	 0.056184452
4275	 0.035282653
4325	 0.032967854
4326	 0.032967854
4338	 0.06678265
4367	 0.03418969
4400	 0.024874803
4458	 0.03595215
4480	 0.022793125
4487	 0.045194745
4496	 0.029390618
4512	 0.08347832
4558	 0.045963515
4581	 0.032065235
4659	 0.5530712
4670	 0.027376521
4814	 0.011396563
4923	 0.016695663
4948	 0.20740171
4981	 0.050961908
5061	 0.020186089
5354	 0.020186089
5369	 0.011396563
5402	 0.033391327
5716	 0.038773082
5731	 0.011396563
5754	 0.024874803
5862	 0.027376521
6017	 0.1263306
6018	 0.15795515
6170	 0.07259973
6215	 0.040372178
6327	 0.014380861
6368	 0.014380861
6375	 0.045963515
6529	 0.061203163
6548	 0.033391327
6562	 0.03745821
6594	 0.04558625
6605	 0.033391327
6627	 0.035282653
6659	 0.022793125
6732	 0.07259973
6759	 0.016695663
6926	 0.053984273
6972	 0.022793125
7050	 0.04138012
7057	 0.07259973
7277	 0.053215507
7366	 0.011396563
7411	 0.018586993
7500	 0.03948879
7517	 0.022793125
7548	 0.014380861
7579	 0.040372178
7591	 0.09038949
7618	 0.040988613
7702	 0.029983556
7774	 0.03418969
7805	 0.028761722
7822	 0.016695663
7833	 0.031076524
7860	 0.0
7911	 0.016695663
7961	 0.061203163
7987	 0.028092226
7994	 0.061203163
8110	 0.028761722
8208	 0.014380861
8219	 0.033391327
8241	 0.021571292
8278	 0.2973919
8283	 0.0631653
8428	 0.03948879
8500	 0.06678265
8502	 0.029983556
8614	 0.035952155
8696	 0.046793845
8762	 0.016695663
8830	 0.052385174
8842	 0.028761722
8875	 0.074624404
8944	 0.022793125
9019	 0.021571292
9022	 0.057523444
9049	 0.022793125
9058	 0.06837938
9083	 0.071658276
9150	 0.037173986
9157	 0.021571292
9271	 0.05819041
9284	 0.06539982
9325	 0.028092226
9358	 0.043142583
9537	 0.049749605
9606	 0.029390618
9633	 0.011396563
9649	 0.06539982
9684	 0.0071904305
9685	 0.038004316
9692	 0.022793125
9712	 0.049749605
9745	 0.020186089
9746	 0.03745821
9774	 0.043142583
9849	 0.016695663
9879	 0.10139456
9914	 0.025777422
9923	 0.028092226
9953	 0.029983556
10041	 0.033391327
10042	 0.03456695
10044	 0.036881752
10115	 0.0
10116	 0.0
10203	 0.03745821
10364	 0.045194745
10371	 0.022793125
10379	 0.021571292
10621	 0.032526355
10846	 0.038773082
10865	 0.035282653
10924	 0.06539982
10936	 0.024874803
11000	 0.028761722
11077	 0.016695663
11132	 0.040988613
11138	 0.028761722
11142	 0.032065235
11178	 0.05576098
11185	 0.0
11195	 0.039017178
11235	 0.044507504
11338	 0.05576098
11477	 0.033391327
11500	 0.030544428
11501	 0.07190431
11506	 0.032526355
11554	 0.04377148
11564	 0.040988613
11571	 0.03456695
11588	 0.03745821
11647	 0.020186089
11708	 0.028092226
11890	 0.023886092
11935	 0.10017397
11962	 0.0071904305
11993	 0.011396563
12006	 0.011396563
12043	 0.047667924
12047	 0.052385174
12077	 0.022793125
12151	 0.022793125
12156	 0.049749605
12197	 0.03595215
12217	 0.018586993
12414	 0.050961908
12463	 0.0071904305
12506	 0.043142583
12564	 0.048666157
12573	 0.06593571
12615	 0.03456695
12700	 0.044507504
12742	 0.040372178
12786	 0.09554437
12849	 0.092934966
12879	 0.011396563
12947	 0.016695663
12956	 0.022793125
12996	 0.018586993
12998	 0.0071904305
13037	 0.018586993
13042	 0.043142583
13139	 0.027376521
13187	 0.011396563
13208	 0.029983556
13216	 0.05819041
13309	 0.055904064
